id,headline_location,company,exp_location,title,description,start_day,end_day,first_job_start,number_of_recommendations
a34136c1-a491-494d-9cb4-fbbebf41f6c5,"San Diego, California, United States",Company_N,Greater San Diego Area,Staff Mfg. Engineer,Provided DFX feedback to Design Engineers,4/1/2013,10/1/2019,10/1/2000,3.7
f16c3c44-0fa2-4a81-9f68-4e830cbaa2a6,"Albuquerque, New Mexico, United States",Company_N,"Albuquerque, New Mexico",Spine Specialist,,4/1/2016,6/1/2018,6/1/2015,3.1
f16c3c44-0fa2-4a81-9f68-4e830cbaa2a6,"Albuquerque, New Mexico, United States",Company_N,,Spine Specialist,,6/1/2015,4/1/2016,6/1/2015,3.1
1d7bfce3-fc95-425f-b3db-eb5a89c560dd,"Orange, Ohio, United States",Company_N,"Columbus, Ohio Area",Spine Associate,,2/1/2012,4/1/2014,5/1/2010,6.5
86ad20a7-72b7-4175-90bb-fb5e5edaab6b,"Lafayette, Louisiana, United States",Company_N,"Lafayette, Louisiana Area",Associate Spine Specialist,,5/1/2016,10/1/2018,6/1/2009,3
b8233b28-992a-433c-8dc0-63e36ffdb989,"The Colony, Texas, United States",Company_N,"West Palm Beach, Florida Area",Sales Service Representative,Meet with Spine and Neurosurgeons discussing new products as well as guide decision in which product/instrumentation should be best for the upcoming surgery/case. Provided instruction throughout the case from within the operating room.,9/1/2009,3/1/2011,9/1/2009,4.8
63bd21c1-47c4-4cd0-af89-a3d9e2d2a162,"Baton Rouge, Louisiana, United States",Company_N,,Spine Specialist,,10/1/2014,6/1/2018,10/1/2008,7.8
63bd21c1-47c4-4cd0-af89-a3d9e2d2a162,"Baton Rouge, Louisiana, United States",Company_N,,Sales associate,,10/1/2012,10/1/2014,10/1/2008,7.8
6547543e-7989-439e-aaeb-c5dbe5109237,"San Diego, California, United States",Company_N,Greater San Diego Area,"Vice President, Corporate Controller",,4/1/2018,,1/1/1994,4.5
6547543e-7989-439e-aaeb-c5dbe5109237,"San Diego, California, United States",Company_N,Greater San Diego Area,"Senior Director, Assistant Corporate Controller",Responsibilities include...,5/1/2014,,1/1/1994,4.5
c3f05296-053f-413d-a4fa-a1dc8fe7b3f7,"Hernando, Mississippi, United States",Company_N,,Associate Manager,"Responsible for the daily operational performance and activities of the Customer Service Department. Supervising, coordinating and driving activities of Customer Service personnel. Continuously review, balance and scale team resources to support changes in the operational forecast/needs. Participant in the selection and deployment of new technologies such as forecasting tools, call monitoring, and CRM software.",4/1/2010,9/1/2013,7/1/2003,4.5
88aab2b3-5424-4a6e-acde-4cd4c1e874c0,"San Diego, California, United States",Company_N,"San Diego, California, United States",Sr. Development Engineer - Design,,2/1/2020,,1/1/2014,3.3
88aab2b3-5424-4a6e-acde-4cd4c1e874c0,"San Diego, California, United States",Company_N,Greater San Diego Area,Development Engineer - Surgical Intelligence,,10/1/2017,2/1/2020,1/1/2014,3.3
2a29c0df-ef14-41dc-9592-7636e4e68924,"Longford, England, United Kingdom",Company_N,"Watford, United Kingdom",Sales and Commercial Director,"I earned a promotion following short tenure as Sales Director to oversee the UK operation reporting directly to the Senior VP for EMEA. I was responsible for all UK/I in annual revenue and directed a team of 42 including, eight direct report managers across sales, marketing and operations. I was tasked with oversee all sales development and commercial activities through a planned and targeted approach to expand brand to existing accounts and focused on new business generation to achieve double digit growth.",3/1/2015,4/1/2017,1/1/2002,4.7
2a29c0df-ef14-41dc-9592-7636e4e68924,"Longford, England, United Kingdom",Company_N,"Watford, United Kingdom",Sales Director UK & Ireland,I earned a promotion following short tenure as Sales Director to oversee the UK operation reporting directly to the Senior VP for EMEA.,1/1/2015,3/1/2015,1/1/2002,4.7
d35bd3ce-e0f0-4ec3-964d-8bd2a518bafc,"Westminster, California, United States",Company_N,"Aliso Viejo, CA",IT Lead Site Analyst,,3/1/2019,,3/1/2005,1
d35bd3ce-e0f0-4ec3-964d-8bd2a518bafc,"Westminster, California, United States",Company_N,"Aliso Viejo, CA",Sr. Business System Analyst,"Formerly known as Ellipse Technologies, Inc.",2/1/2016,3/1/2019,3/1/2005,1
61ba017f-c6e8-42fb-be94-63d22b4f99c6,"Hawthorn East, Victoria, Australia",Company_N,,Senior Accountant,,7/1/2018,12/1/2018,1/1/1994,4.1
5562b29d-d13e-4a46-9340-67843d3b448d,"Rio de Janeiro, Rio de Janeiro, Brazil",Company_N,Brasil,Managing Director,,3/1/2016,11/1/2016,9/1/2003,5.5
6f53566a-286f-4c94-b156-84a0350ac594,"Vista, California, United States",Company_N,"San Diego, California, United States",Software Test Engineer,"Ensure the quality of the medical device software and hardware meets the design requirements and that they are testable. Develop, implement and maintain test plans, protocols, test scripts and traceability matrix for design verification & validation.",4/1/2020,,3/1/2007,6.2
6f53566a-286f-4c94-b156-84a0350ac594,"Vista, California, United States",Company_N,Greater San Diego Area,Product Manager -Surgical Intelligence,Partner with engineering team to coordinate the development of products and procedures to support and grow the CAS business.,2/1/2017,4/1/2020,3/1/2007,6.2
6f53566a-286f-4c94-b156-84a0350ac594,"Vista, California, United States",Company_N,,Supervisor - Clinical Neurophysiologist,,1/1/2009,1/1/2017,3/1/2007,6.2
a0336d6e-2feb-4144-9abd-8b5d33847c6c,"Senatobia, Mississippi, United States",Company_N,,"Senior Manager, Distribution",,1/1/2011,8/1/2015,5/1/1999,4.6
a0336d6e-2feb-4144-9abd-8b5d33847c6c,"Senatobia, Mississippi, United States",Company_N,,"Manager, Distribution",,1/1/2009,12/1/2010,5/1/1999,4.6
a0336d6e-2feb-4144-9abd-8b5d33847c6c,"Senatobia, Mississippi, United States",Company_N,,Distribution Associate Manager,,1/1/2007,12/1/2008,5/1/1999,4.6
a0336d6e-2feb-4144-9abd-8b5d33847c6c,"Senatobia, Mississippi, United States",Company_N,,Team Lead - Loaner Distribution,,4/1/2006,1/1/2007,5/1/1999,4.6
3887c304-169c-49a7-b93b-581543573caf,"Fishers, Indiana, United States",Company_N,Indianapolis,Sr. Spine Specialist,,1/1/2012,4/1/2019,3/1/1998,5.7
1e483887-9c96-4ab2-a7b6-19e3dae49a08,"San Diego, California, United States",Company_N,Greater San Diego Area,Senior Document Control Analyst,â€¢Analyze and process ECOs (Engineering Change Order) for accuracy and resolve any discrepancies using SAP ,11/1/2013,,7/1/2005,1.7
6a0392b0-970d-4904-9f8d-67ece0cc583a,"San Diego, California, United States",Company_N,Greater San Diego Area,Quality Engineer,Member of the Surgical Intelligence Quality Engineering team with focus on R&D design controls.,2/1/2018,6/1/2018,1/1/2000,3.8
ce603c19-e5fe-40a3-8841-ad9654ea14e2,"Hutto, Texas, United States",Company_N,"Austin, Texas Area",Spine Specialist,,8/1/2007,,8/1/2007,4.5
2ba22081-f2cc-4977-9fcf-e1edbc742988,"Tampa, Florida, United States",Company_N,"Tampa/St. Petersburg, Florida Area",Sales Associate,,6/1/2013,9/1/2016,1/1/2011,1.4
2ba22081-f2cc-4977-9fcf-e1edbc742988,"Tampa, Florida, United States",Company_N,"Tampa, Florida",Associate,,7/1/2013,8/1/2016,1/1/2011,1.4
6cd39e06-2bbf-4730-babb-403e90965945,"Spring Valley, California, United States",Company_N,,A/R Specialist,,8/1/2008,1/1/2011,9/1/2007,6.3
e1a6a401-8192-466e-aef2-70848c5d4cfb,"Amsterdam, North Holland, Netherlands",Company_N,"Amsterdam, Noord-Holland, Nederland",Sr Asset Planner Europe,,10/1/2020,,1/1/2006,6.5
e1a6a401-8192-466e-aef2-70848c5d4cfb,"Amsterdam, North Holland, Netherlands",Company_N,"Amsterdam en omgeving, Nederland",S&OP Planner Europe,,10/1/2017,10/1/2020,1/1/2006,6.5
b44e92b6-00e5-4be5-9999-99a90939f183,"Wanganui, Wanganui-Manawatu, New Zealand",Company_N,,Spine Associate,,1/1/2013,8/1/2015,8/1/2012,4.7
9eec2123-c14a-4e02-a90e-88144d5f467b,"Dayton, Ohio, United States",Company_N,,Internal Communications Manager,,4/1/2018,,1/1/1989,8
8ca03770-9a50-45c9-89ff-a1dd176695c9,"Philadelphia, Pennsylvania, United States",Company_N,,Consultant - Medical Devices,,1/1/2008,12/1/2009,1/1/2002,4
8ca03770-9a50-45c9-89ff-a1dd176695c9,"Philadelphia, Pennsylvania, United States",Company_N,,Clinical Resources Associate/Project Manager,,1/1/2007,12/1/2007,1/1/2002,4
bb8ca5ae-943e-400b-bcc8-40f06c2e3df0,"San Diego, California, United States",Company_N,,Software Engineer,,3/1/2019,,2/1/2013,7.6
7d389041-3bbf-4bc7-b640-6e3b2d3ebe50,"Farmington, Utah, United States",Company_N,,Legal Intern,"Prepared, drafted, and prosecuted U.S. patent applications relating to medical devices for the surgical treatment of spinal disorders. Researched and wrote memoranda analyzing patentable subject matter, and performed prior art and trademark searches.",5/1/2005,11/1/2005,5/1/2005,5.1
1c4028ff-45c4-4526-ac46-ca8d902de057,"Santa Ana, California, United States",Company_N,United States,Operations Lead,,2/1/2019,,2/1/2016,3.7
1c4028ff-45c4-4526-ac46-ca8d902de057,"Santa Ana, California, United States",Company_N,,Manufacturing Technician,,2/1/2016,2/1/2019,2/1/2016,3.7
ae47bf42-48dd-4ca7-ad69-df18842a3377,"San Diego, California, United States",Company_N,Greater San Diego Area,Surgeon Education/ Project Coordinator,"Managed doctor relationships working with them individually on training, contracts and compensation issues.",4/1/2006,1/1/2008,5/1/2005,4.9
f33d71ac-fa93-492d-b0f9-b7e03bbca0ca,"Mason, Ohio, United States",Company_N,"Dayton, Ohio Area","Engineer, Quality, Manufacturing",,3/1/2016,8/1/2018,5/1/2011,5.5
11ff69c5-0870-4cd2-8376-516e2e214f19,"San Diego, California, United States",Company_N,Greater San Diego Area,"Vice President - Clinical, Medical, & Regulatory Affairs","Responsible for Company_N's global clinical research, medical affairs, and regulatory programs, including:",1/1/2020,,5/1/2007,7.7
11ff69c5-0870-4cd2-8376-516e2e214f19,"San Diego, California, United States",Company_N,Greater San Diego Area,"Sr. Director, Medical Affairs",,2/1/2018,1/1/2020,5/1/2007,7.7
11ff69c5-0870-4cd2-8376-516e2e214f19,"San Diego, California, United States",Company_N,Greater San Diego Area,"Director, Clinical Resources (Research) - Biostatistics and Evidence Generation",,2/1/2015,2/1/2018,5/1/2007,7.7
11ff69c5-0870-4cd2-8376-516e2e214f19,"San Diego, California, United States",Company_N,,"Sr. Manager, Clinical Resources (Research)",,2/1/2014,2/1/2015,5/1/2007,7.7
11ff69c5-0870-4cd2-8376-516e2e214f19,"San Diego, California, United States",Company_N,,"Manager, Clinical Resources (Research)",,4/1/2010,2/1/2014,5/1/2007,7.7
bf70ca0e-3b54-4b5c-a5ba-efea99f211fe,"Avondale Estates, Georgia, United States",Company_N,"Atlanta, Georgia",Production Analyst,,7/1/2016,7/1/2020,4/1/2009,2.6
b987138d-4fc0-4539-ad41-91070a3d607c,"Las Vegas, Nevada, United States",Company_N,,Senior Sales Representative,,3/1/2006,11/1/2015,1/1/1993,6.7
7b29ad52-7e27-477b-b026-e22bfcda4029,"Valley, Bavaria, Germany",Company_N,"Aliso Viejo, California","General Manager, NSO",,3/1/2020,,1/1/1993,5.1
7b29ad52-7e27-477b-b026-e22bfcda4029,"Valley, Bavaria, Germany",Company_N,,"Senior Vice President, Global Commercial NSO",,1/1/2019,3/1/2020,1/1/1993,5.1
7b29ad52-7e27-477b-b026-e22bfcda4029,"Valley, Bavaria, Germany",Company_N,"Munich Area, Germany","Senior Vice President and General Manager, NSO International",,11/1/2016,12/1/2018,1/1/1993,5.1
e57ca730-8afb-42c7-8103-05cb93e787d0,"Phoenix, Arizona, United States",Company_N,"Phoenix, Arizona, United States",Sales Associate,,4/1/2020,,11/1/2011,4.2
767c3f9c-385e-45af-bd9f-aa6d9223f539,Singapore,Company_N,Singapore,Spine Specialist,,3/1/2014,2/1/2015,9/1/2011,5.4
767c3f9c-385e-45af-bd9f-aa6d9223f539,Singapore,Company_N,Singapore,Spine Associate,,3/1/2013,3/1/2014,9/1/2011,5.4
767c3f9c-385e-45af-bd9f-aa6d9223f539,Singapore,Company_N,,Business Support Executive,,9/1/2011,3/1/2013,9/1/2011,5.4
dbdf4e2f-72b2-44c5-a260-f12ba6fdedf9,"San Diego, California, United States",Company_N,Greater San Diego Area,"Coordinator, Sales Training","Manage all planning, contracting, and on-site operations of departmental off-site trainings and meetings. Tasks include but are not limited to: site visits, managing vendor relationships, contract negotiation, staffing, managing the attendee list and registration, website and mobile app creation and management, building agendas and schedules, leading and scheduling key planning meetings, managing the event budget, creating and analyzing post-meeting surveys, collaborating with necessary departments, and distributing proper communication for upcoming events. ",10/1/2013,1/1/2015,1/1/2006,4.4
dbdf4e2f-72b2-44c5-a260-f12ba6fdedf9,"San Diego, California, United States",Company_N,Greater San Diego Area,"Administrative Assistant, Sales Training","Coordinate all administrative duties and provide support for the Sales Training department. Responsible for the onboarding of all new sales hires. Manage and track Quarterly Field Training requirements and Flex Training. Provide support and assist in planning the Regional Meetings, NSM, and trainings. ",4/1/2013,10/1/2013,1/1/2006,4.4
3ee9d7b2-29ca-442d-8780-c5969c79783c,"Henderson, Nevada, United States",Company_N,,Sales Associate,,3/1/2014,6/1/2017,3/1/2014,7.9
2f5930ad-03ac-4719-a716-b97d5fe4d08c,"San Diego, California, United States",Company_N,,"Manager, Global Integrations","Manage M&A integrations to success utilizing cross functional project management, financial analysis, and collaboration skills. Partner with many teams such as Finance, Accounting, Marketing, Sales, Manufacturing, Supply Chain, Product Development, IT, and HR to ensure acquisition integrations are on time and on budget.",1/1/2017,,1/1/2001,5
9ee9eb47-62f2-4fe6-8b19-380ee6f57e2f,"Warrandyte, Victoria, Australia",Company_N,,Spine Specialist,"Prostheses, Nerve Monitoring, All things SPINE",5/1/2010,2/1/2011,2/1/1998,4.6
c37d525b-b793-466c-a1f5-7ff6c6f59f07,"Lincoln Park, Michigan, United States",Company_N,"San Diego, California","Sr. Director, Corporate Marketing, Internal Communications & Culture","Leader responsible for corporate marketing, brand strategy, communications and cultural initiatives for #3 global spinal medical device company. Focused on creating, developing and implementing company-wide strategic brand management, corporate marketing communications programs and events that support, drive and align internal and external stakeholders groups to company priorities, goals, strategies, and values to establish a distinct competitive advantage. Responsible for corporate brand development, all externally facing messaging including website, executive communications support to CEO, company intranet, corporate communications and all internal communications. Manage creative and global communications team, all external creative partners and website/intranet teams. Member of corporate leadership team, HR senior leadership team, and brand strategy governance team.",6/1/2014,7/1/2016,1/1/1995,3.9
22bae1ab-729c-434e-ad10-9442ad8b8b5a,"Dallas, Texas, United States",Company_N,Dallas-Fort Worth Metroplex,Sr. Field Logistics Specialist,,9/1/2020,,10/1/2016,5
1066d3c8-3012-4c81-9777-3a59fb05bc56,"San Francisco, California, United States",Company_N,Western U.S,"Neurovision, Market Development Manager",Managed Sales of Neurovision (NV) Intra Operative Monitoring (IOM) product line & integrated software solution throughout Western U.S. in conjunction with both direct and exclusive-distributor reps,5/1/2007,6/1/2010,5/1/2003,3.8
f5938ef4-d44f-4cf3-b52a-8d6d103ccee1,"Miami, Florida, United States",Company_N,"Miami, Florida, United States",Area Sales Manager,,7/1/2020,,4/1/2006,4.9
f5938ef4-d44f-4cf3-b52a-8d6d103ccee1,"Miami, Florida, United States",Company_N,,Sales Representative,,5/1/2019,,4/1/2006,4.9
e25cf171-9ae7-4e71-9040-a4061943fe2c,"Colleyville, Texas, United States",Company_N,,"Spine Specialist- Fort Worth/Mid Cities, Texas",,1/1/2014,,1/1/2007,4.1
e25cf171-9ae7-4e71-9040-a4061943fe2c,"Colleyville, Texas, United States",Company_N,,"Spine Specialist- Lincoln, Central Nebraska",,1/1/2012,12/1/2013,1/1/2007,4.1
e25cf171-9ae7-4e71-9040-a4061943fe2c,"Colleyville, Texas, United States",Company_N,,Spine Associate,,4/1/2011,12/1/2011,1/1/2007,4.1
06e62f8c-5d89-4434-8f46-812428e3f787,"Rohnert Park, California, United States",Company_N,Greater San Diego Area,Accounting Intern,"Company_N is a company whose business focuses on the production and marketing of medical devices used to improve surgery for spine disorders. My employment with Company_N consisted of a summer internship program where I worked as an intern for the Accounting Department. During my experience I learned many aspects of the 'professional business environment' as I worked closely with Accounts Payable/Receivable, General Accounting, as well as Inventory & Financial sectors of the company. I was fortunate enough to meet determined, motivated, and incredibly friendly people in a well established business culture.",5/1/2009,8/1/2009,5/1/2009,5.2
ccd4a46a-6910-438f-b5db-1c2b5d51d3cf,"Metamora, Illinois, United States",Company_N,,Billing Specialist,,3/1/2009,3/1/2012,3/1/2009,2.4
638c9582-793c-4977-961e-c5cead50eb13,"San Diego, California, United States",Company_N,,Accounts Payable Specialist,,9/1/2006,2/1/2013,3/1/1994,4.9
d1a9bd2b-4bb6-469a-af14-4d088997a92e,"San Diego, California, United States",Company_N,Greater San Diego Area,Quality Engineer,,3/1/2020,,5/1/2015,3.9
d1a9bd2b-4bb6-469a-af14-4d088997a92e,"San Diego, California, United States",Company_N,Greater San Diego Area,Associate Quality Engineer,,6/1/2018,3/1/2020,5/1/2015,3.9
13ec5fb1-4f03-4521-91fd-4463157b62dc,"San Diego, California, United States",Company_N,"San Diego, California, United States",Development Engineer - Systems and Test Team,,6/1/2020,,1/1/2017,3.5
13ec5fb1-4f03-4521-91fd-4463157b62dc,"San Diego, California, United States",Company_N,"San Diego, California",Development Engineering Intern - Surgical Intelligence,>Worked to enhance the design of navigational array placement fixtures within the body,6/1/2019,6/1/2020,1/1/2017,3.5
a7fa56b7-e5f9-4f20-a4a0-d6ed57598fea,"NeuchÃ¢tel, NeuchÃ¢tel, Switzerland",Company_N,,Spine Specialist,,10/1/2019,,7/1/2013,3.2
a7fa56b7-e5f9-4f20-a4a0-d6ed57598fea,"NeuchÃ¢tel, NeuchÃ¢tel, Switzerland",Company_N,,Junior Spine Specialist,Company_N is a leading medical device company focused on transforming spine surgery with minimally disruptive surgical products and procedurally integrated solutions.,1/1/2019,9/1/2019,7/1/2013,3.2
50ca60a0-da7c-4b6b-acab-7d36bf5d94f9,"Buffalo, New York, United States",Company_N,,Sales Specialist,,1/1/2017,,1/1/2017,6
aabaf7e4-726c-44fc-9b36-cb842375fcc1,"Tampa, Florida, United States",Company_N,"Tampa/St. Petersburg, Florida Area",SE Mentor Coordinator,,1/1/2016,,8/1/2012,4
aabaf7e4-726c-44fc-9b36-cb842375fcc1,"Tampa, Florida, United States",Company_N,Tampa Florida,Neurophysiologist,,8/1/2012,,8/1/2012,4
f8c1a9ee-3847-4957-90fe-db9198b57e88,"San Diego, California, United States",Company_N,"San Diego, California",Development Engineer,,7/1/2018,,3/1/2015,2.4
aa69cb43-d961-4596-9ce7-b66de8cae93d,"Solana Beach, California, United States",Company_N,Greater San Diego Area,Clinical Affairs Manager,"Managed pre-market clinical trials of spinal devices from startup through close-out phase. Defined new processes, assessed efficacy, and drove milestone completion. Hired team members, assessed performance, and mentored junior staff. Oversight of Clinical Research Associate and data management teams (eDC design/utilization, operations). Provided input to protocol design, enforced regulatory compliance (GCP, ICH guidelines), and reviewed safety reports. Performed site selection/qualification, accompanied site visits; monitoring report review/approval, Investigator Site File and source document verification. Negotiated contracts, forecast budgets, and authorized payments. Supported FDA audits at clinical sites and at Company_N; conducted site training via panel discussions, presentations and documentation review. Prepared FDA annual reports, interim analysis and protocol submissions. Interfaced with Investigator and Study Coordinators, lead study update meetings. Liaise with Marketing, Regulatory Affairs, Engineering, Biometrics departments. Attended implant and explant surgical cases. Managed final phase and closeout of United Kingdom pilot study.",2/1/2008,7/1/2012,1/1/2006,7.1
af790e16-130f-4cc3-9ce6-b274cdd18cf4,"San Diego, California, United States",Company_N,,Sr. Development Ops & Configuration Engineer,"Work with multiple software engineers and testers to support the development environment and create build and release configurations for the developed systems. Advocate and educate co-workers, surgeons, and clinical associates on surgical automation products.",1/1/2018,,1/1/2004,7.6
af790e16-130f-4cc3-9ce6-b274cdd18cf4,"San Diego, California, United States",Company_N,,Test Engineer,"Worked in an Agile software development environment to develop system integration and regression test plans for Windows-based software, web applications, and services. Coordinated test engineers from multiple SCRUM teams. Developed tools and scripts to automate performance and load testing. ",1/1/2016,12/1/2018,1/1/2004,7.6
88551f73-2e02-41e1-805e-fcdabb05c750,"Memphis, Tennessee, United States",Company_N,Greater Memphis Area,Senior Human Resources Specialist,,8/1/2014,,5/1/2010,6.8
b1191daf-6f1f-4d10-8c97-6aca2942fe21,"Dallas, Texas, United States",Company_N,Dallas/Fort Worth Area,Spine Specialist,"Provide clinical expertise and spine device to Neuro and Orthopedic surgeons in the operating room. Position requirements include: sales, management, marketing experience, and the ability to learn anatomy and physiology. Have been certified to served as a lab lead in cadaveric courses instructing complicated new surgical techniques to our surgeon clients.",3/1/2009,2/1/2012,3/1/2009,1.1
8724bebd-7288-4afd-b75d-7d381ad7137d,"Carlsbad, California, United States",Company_N,Greater San Diego Area,Sr. Paralegal,"My responsibilities include reviewing, negotiating, managing, and filing contracts for Company_Nâ€™s Sales, Clinical, and various other departments. Contract types include master services agreements, clinical trial agreements, consulting agreements, hotel, IT and hospital agreements.",1/1/2008,12/1/2014,8/1/2000,3.9
13f8efeb-c695-4a7e-b23d-5c221a9456f8,"Marlborough, Massachusetts, United States",Company_N,"Dayton, Ohio Area",Project Manager,,11/1/2016,4/1/2018,3/1/2012,7.7
7bc57d03-8770-4459-bae5-3da201d61641,"San Diego, California, United States",Company_N,Greater San Diego Area,Lead QA Specialist,"Post-Market Surveillance (PMS) in compliance with EU Medical Device Regulation (MDR) 2017/745, ISO 14971, ISO 13485, and national/international regulations.",11/1/2019,,10/1/2012,4.5
a685ba5b-a9cc-4c3b-8a81-3722bf4e9c92,"Dallas, Texas, United States",Company_N,Dallas/Fort Worth Area,Fulfillment Specialist,,8/1/2018,,7/1/1996,7
ec11f01a-1b32-402e-9f3e-783317da703b,"Plano, Texas, United States",Company_N,,XLIF Manager,Specialist/Business Development of minimally invasive spine surgery.,1/1/2009,12/1/2009,10/1/1989,5.1
f95f1e45-6948-491c-b5a0-150334e79d56,"Los Alamitos, California, United States",Company_N,"Aliso Viejo, CA",Quality Control Technician,,4/1/2017,12/1/2018,2/1/2016,6
7c29c6d5-4731-4601-9940-d926a6c28e20,"West Des Moines, Iowa, United States",Company_N,"Des Moines, Iowa Area",Sales Specialist,,1/1/2016,,5/1/2004,4.8
5293e08c-88c6-4fb3-a542-c41c1520811b,"Orlando, Florida, United States",Company_N,"Orlando, Florida Area",Sales Representative,,1/1/2013,,9/1/2010,3.4
5293e08c-88c6-4fb3-a542-c41c1520811b,"Orlando, Florida, United States",Company_N,"Orlando, Florida Area",Field Support Representative,,9/1/2010,12/1/2011,9/1/2010,3.4
f72e25e6-0747-4e25-bf2e-5c72b2846752,United States,Company_N,"Norfolk, Virginia Area",Spine Associate,,1/1/2020,,6/1/2017,7.9
4edd7969-e10f-4904-85f2-3315a64f7120,"Pittsburgh, Pennsylvania, United States",Company_N,Greater Pittsburgh Area,Medical Device Sales Representative,Sell to and educate Neurosurgeons on spinal systems for open and minimally invasive spine procedures in a lab and operating room setting.,1/1/2011,1/1/2014,5/1/1996,4.7
aae46f0f-5093-44eb-ad8f-5407b002ef65,"Bend, Oregon, United States",Company_N,,Sales Associate Company_N,,1/1/2016,6/1/2017,6/1/2003,5.5
1167d8f3-2c6d-4bc0-b32d-08efd5818dd5,"Montebello, California, United States",Company_N,Greater San Diego Area,Lead Software Engineer,Recommendations (1),4/1/2015,3/1/2016,8/1/2007,7
28114944-aa0c-4dd4-9ca2-d089ee034b26,"San Diego, California, United States",Company_N,,Contract Recruiter for Mission Resourcing,"I completed a contract recruiting assignment with Company_N -a medical device company -to fill direct hire positions within Quality; Product Management, Legal and Product Development. This was during a very steep growth curve for Company_N so it was all hands on deck -They hire very high caliber people (scientists and engineers) who are a pleasure to work with and support. It was interesting to be on the other side of the fence and gain an understanding of corporate America's fondness for process and oh yes - meetings! That being said, Company_N have a great corporate culture and identity which a lot of companies lack.",6/1/2009,11/1/2009,7/1/1995,2.7
20932447-1822-48ae-b214-33f572fc974a,"Minneapolis, Minnesota, United States",Company_N,Greater Minneapolis-St. Paul Area,Spine Specialist,,1/1/2017,,12/1/2008,7.2
89907044-8add-4520-a06b-66a52821c6b5,Switzerland,Company_N,,Consultant,,6/1/2020,,6/1/2011,5.9
89907044-8add-4520-a06b-66a52821c6b5,Switzerland,Company_N,"San Diego, CA","Senior Research Engineer, Computational Biomechanics",,7/1/2017,6/1/2020,6/1/2011,5.9
2c6b639c-4115-4ce2-9232-3a2ee1497345,"Encinitas, California, United States",Company_N,"San Diego, California, United States","Project Engineer, Customs and Specials",,11/1/2020,,6/1/2006,6.7
2c6b639c-4115-4ce2-9232-3a2ee1497345,"Encinitas, California, United States",Company_N,"San Diego, California, United States","Sr. Development Engineer, Customs and Specials",,7/1/2017,11/1/2020,6/1/2006,6.7
163f50fa-d30e-45db-9719-261e04ba689c,"Minneapolis, Minnesota, United States",Company_N,Minnesota/North Dakota,Spine Associate,,11/1/2012,11/1/2019,6/1/2009,3.2
11919dd9-0450-4ae0-b485-7d291fe5d91a,"Ypsilanti, Michigan, United States",Company_N,,Billing and Collections Specialist,,7/1/2018,,7/1/2018,5.4
2966a902-66fc-43dc-b977-6eaf419a7a1e,"Orlando, Florida, United States",Company_N,,Customer Service Representative,Processes orders from the request of Sales Reps and Hospitals by phone and/or through the Customer Service Inbox,1/1/2010,11/1/2010,1/1/2003,5.5
9f1e4918-9cac-4ef5-91c5-cdbcbff9e048,"Galena, Ohio, United States",Company_N,,Manufacturing Engineering Co-op,â€¢ Lead product builders to operate precise fixtures effectively and accurately,5/1/2020,11/1/2020,5/1/2014,3.4
c6fc7a59-4e2f-4d22-af92-d08783ddd93f,"Carlsbad, California, United States",Company_N,Greater San Diego Area,Senior Quality Engineer,,6/1/2018,,6/1/2009,3.6
c6fc7a59-4e2f-4d22-af92-d08783ddd93f,"Carlsbad, California, United States",Company_N,Greater San Diego Area,Supplier Quality Engineer,,8/1/2015,6/1/2018,6/1/2009,3.6
c991d2a2-b7c0-4938-84bc-a8846b01a506,"Memphis, Tennessee, United States",Company_N,Greater Memphis Area,"Business Analyst, ITSM",,3/1/2019,,10/1/2006,3.7
c991d2a2-b7c0-4938-84bc-a8846b01a506,"Memphis, Tennessee, United States",Company_N,Greater Memphis Area,Senior Desktop Support Technician,,9/1/2014,3/1/2019,10/1/2006,3.7
c991d2a2-b7c0-4938-84bc-a8846b01a506,"Memphis, Tennessee, United States",Company_N,"Memphis, TN",Desktop Support Technician,,8/1/2012,8/1/2014,10/1/2006,3.7
a0171ac6-2e85-44a2-b65a-58ab6ad8f429,"Memphis, Tennessee, United States",Company_N,"Memphis, Tennessee, United States",Process Development Engineer,,7/1/2019,12/1/2020,2/1/2011,5
c8525c4e-df5d-4d25-8e06-450e5e2cf84b,"Rio de Janeiro, Rio de Janeiro, Brazil",Company_N,"Rio de Janeiro e RegiÃ£o, Brasil",Especialista em treinamento de vendas,Especialista em Treinamento & Desenvolvimento de Vendas. Responsavel pela implementaÃ§Ã£o de tres cursos de treinamento da Company_N no Brasil.,11/1/2013,5/1/2017,1/1/2010,5.5
6187564a-1b16-4803-ae90-db0d7d04c57d,"Blacktown, New South Wales, Australia",Company_N,,Distribution Coordinator,,12/1/2017,,5/1/2015,0.6
6187564a-1b16-4803-ae90-db0d7d04c57d,"Blacktown, New South Wales, Australia",Company_N,"Lane Cove, New South Wales, Australia",Distribution Coordinator,,5/1/2015,3/1/2017,5/1/2015,0.6
0f23327a-a8ce-45cc-998f-41a8f0e6b2b2,"St Petersburg, Florida, United States",Company_N,,Territory Manager,,3/1/2014,,7/1/2003,4.1
0f23327a-a8ce-45cc-998f-41a8f0e6b2b2,"St Petersburg, Florida, United States",Company_N,"Tampa/St. Petersburg, Florida Area",Territory Sales Manager,,2/1/2014,,7/1/2003,4.1
